,internal_id,uniprot_id,external_id
5945,THI2,P38141,PHO6 YBR240C YBR1624
5946,UBP11,P36026,YKR098C
5947,ULP2,P40537,SMT4 YIL031W
5948,UBC7,Q02159,QRI8 YMR022W YM9711.12
5949,USE1,P53146,SLT1 YGL098W
5950,SWF1,Q04629,PSL10 YDR126W YD9302.01 YD9727.21
5951,STE14,P32584,YDR410C D9461.1
5952,BER1,Q06688,YLR412W L9931.5
5953,STH1,P32597,NPS1 YIL126W
5954,SUN4,P53616,SCW3 YNL066W N2411 YNL2411W
5955,SUL1,P38359,SFP2 YBR294W YBR2110
5956,SPE4,Q12455,YLR146C L9634.5
5957,ALA1,P40825,CDC64 YOR335C
5958,TAF2,P23255,TAF150 TSM1 YCR042C YCR42C YCR724
5959,TGL4,P36165,STC1 YKR089C YKR409
5960,THI21,Q08975,YPL258C
5961,THR4,P16120,YCR053W YCR53W
5962,UIP5,P36137,YKR044W
5963,RAD6,P06104,UBC2 YGL058W
5964,POR2,P40478,YIL114C
5965,VAN1,P23642,VRG7 YML115C YM8339.04C
5966,LOS1,P33418,YKL205W
5967,YCR108C,Q3E819,
5968,TY1B-BR,Q12193,YBRWTy1-2 POL YBR012W-B YBR0207
5969,YBL006W-A,Q8TGQ6,
5970,YCL041C,P25571,YCL41C
5971,YAL069W,O13588,
5972,YAL019W-A,A0A023PXA5,
5973,YLR157W-E,P0CF00,
5974,YGL199C,P53092,G1301
5975,YHR056W-A,A0A023PXL7,
5976,YHR217C,P38898,
5977,YLR349W,O94086,
5978,YLR282C,O13542,L8003.11A
5979,YDR262W,Q12331,YD9320B.01
5980,YDR338C,Q05497,D9651.8
5981,YDR230W,A0A023PZA9,
5982,YDR467C,P87264,
5983,YLR179C,Q06252,L9470.20
5984,YGR121W-A,Q3E816,
5985,YHL019W-A,A0A023PXL1,
5986,YLR466C-B,Q8TGJ4,
5987,TY1B-GR2,Q12269,YGRCTy1-2 POL YGR038C-B G4126
5988,TY1A-GR1,Q12085,YGRWTy1-1 GAG YGR027W-A G4052
5989,YGR265W,P53325,
5990,YGR291C,P53340,
5991,YGR117C,P53270,G6172
5992,YLR402W,Q06057,L8084.5
5993,YGR210C,P42942,G7748
5994,YFL057C,P43546,
5995,YKR075C,P36155,
5996,YLL053C,P0CD98,L0587
5997,RKM5,Q12367,YLR137W L3146
5998,RPL11A,P0C0W9,RP39A RPL16A YPR102C P8283.14
5999,RPL12A,P0CX53,RPL15B YEL054C
6000,ROT1,Q03691,YMR200W YM8325.01
6001,RPO26,P20435,RPB6 YPR187W P9677.8
6002,MRP49,P32388,YKL167C YKL631
6003,RPB11,P38902,YOL005C
6004,SPT7,P35177,YBR081C YBR0739
6005,SPT23,P35210,YKL020C
6006,SYF2,P53277,NTC31 YGR129W
6007,UME6,P39001,CAR80 CARGR1 NIM2 RIM16 YDR207C YD8142.04C
6008,URC2,Q04411,YDR520C
6009,VHC1,P38329,YBR235W YBR1601
6010,VPS35,P34110,VPT7 YJL154C J0580
6011,YAK1,P14680,YJL141C J0652
6012,YBR056C-B,P0C5L0,
6013,TY2B-B,Q12491,YBLWTy2-1 POL YBL100W-B YBL0822 YBL101W-B
6014,YBL068W-A,P0C5L1,smORF19 SR12
6015,YBR191W-A,P0C5L5,
6016,YBR056W,P38081,YBR0510
6017,YBL029W,P38201,YBL0422
6018,TY2A-LR1,P0C2J4,YLRWTy2-1 GAG YLR410W-A L9931.7b
6019,YHL046W-A,A0A023PYG5,
6020,YLR257W,Q06146,
6021,YHR180C-B,P0C5N5,smORF286
6022,YLR366W,Q7LIF1,L8039.7
6023,YET1,P35723,YKL065C YKL331
6024,YGL036W,P53185,
6025,YLR317W,O13553,
6026,YLR222C-A,P0C5P7,smORF499
6027,YLR286W-A,Q8TGM4,
6028,YHR213W-B,Q8TGK1,
6029,YDR491C,Q03418,
6030,YCR022C,P25620,YCR22C
6031,YJL156W-A,P0C5N9,
6032,YKL136W,P36065,
6033,YMR124W,P39523,YM8564.06
6034,YHI9,P38765,YHR029C
6035,TY1B-MR1,Q04214,YMRCTy1-3 POL YMR045C YM9532.10C
6036,YJR162C,P47188,J2420
6037,YDL025W-A,Q8TGP7,
6038,YDR169C-A,Q3E789,smORF118 SR2
6039,YKL068W-A,Q3E826,
6040,YEL050W-A,P0C5M7,smORF167
6041,YLR154C-H,P0CY02,smORF494 SR15
6042,YOR053W,Q08428,O2799 YOR29-04
6043,YOR029W,Q12243,O2663 OR26.19 YOL303.13
6044,TAF12,Q03761,TAF61 TAF68 YDR145W YD8358.02
6045,TAH1,P25638,YCR060W YCR60W
6046,TRM44,Q02648,YPL030W
6047,TOM7,P53507,MOM7 YNL070W N2378
6048,URA7,P28274,YBL039C YBL0410
6049,VAC14,Q06708,SVP2 YLR386W L3502.1
6050,UTP23,Q12339,YOR004W
6051,VPS25,P47142,VPT25 YJR102C J1957
6052,YGL149W,P53116,G1895
6053,YGL214W,P53087,
6054,YGL159W,P53110,G1840
6055,YFL040W,P43562,
6056,YGL108C,P53139,G3070
6057,YHL034W-A,A0A023PZH9,
6058,YFL067W,P43537,
6059,YFL068W,P0CX99,
6060,YLR311C,Q06158,L8543.10
6061,YIL108W,P40483,
6062,YGL063C-A,Q8TGP0,
6063,YLR299C-A,Q8TGM3,
6064,YMC2,P38087,YBR104W YBR0833
6065,YHR180W-A,P0C5N8,smORF288
6066,YIL175W,P0CL23,
6067,YGL258W-A,Q3E740,
6068,YGR064W,P53240,
6069,YFR035C,P43608,
6070,TY4B-J,P47024,YJLWTy4-1 POL YJL113W J0780
6071,YML101C-A,Q6B0Z2,YML102C-A
6072,YJL009W,P47078,J1369
6073,YML116W-A,Q6B108,YML117W-A
6074,YMR147W,P40218,YM9375.17
6075,YER119C-A,P87191,
6076,YDL176W,Q12027,
6077,YDL199C,Q12407,D1209
6078,YHR127W,P38833,
6079,YDL009C,Q12210,
6080,YDR048C,A0A023PZE6,
6081,POM34,Q12445,YLR018C
6082,PRO2,P54885,YOR323C O6155
6083,PIK1,P39104,YNL267W N0795
6084,SCO1,P23833,YBR037C YBR0406
6085,SNO2,P53823,YNL334C N0285
6086,ECM2,P38241,SLT11 YBR065C YBR0614
6087,SPO12,P17123,YHR152W
6088,STP2,P38704,YHR006W
6089,SRO7,Q12038,SNI1 SOP1 YPR032W YP9367.12
6090,SWT21,P53873,YNL187W N1615
6091,STB6,P36085,YKL072W YKL352
6092,SPS1,P08458,YDR523C D9719.27
6093,SPP1,Q03012,CPS40 SAF41 YPL138C
6094,SUL2,Q12325,SEL2 YLR092W L9449.1
6095,UGX2,P32772,YDL169C
6096,UBS1,P38290,YBR165W YBR1217
6097,VID28,P40547,GID5 YIL017C
6098,TAM41,P53230,MMP37 YGR046W
6099,THO2,P53552,LDB5 RLR1 ZRG13 YNL139C N1209 N1835
6100,TUM1,Q08686,YOR251C
6101,TUS1,Q06412,SOP10 YLR425W
6102,UTP21,Q06078,YLR409C L8084.22
6103,DIP2,Q12220,UTP12 YLR129W L3116 L9233.1
6104,YBR113W,P38267,YBR0908E
6105,YCL023C,P25563,YCL23C
6106,YAL042C-A,O13514,YAL043C-A
6107,YFL063W,P43541,
6108,YLR463C,O13557,JND183 L9001
6109,YLR198C,O13530,
6110,YGR283C,P53336,
6111,YFL015W-A,A0A023PXD9,
6112,TY2B-F,P0CX63,YFLWTy2-1 POL YFL002W-A FN01
6113,YDR306C,Q06640,
6114,YHL041W,P38730,
6115,YGR190C,P53302,
6116,YDR544C,Q03057,
6117,YLR460C,P54007,L9122.7
6118,YML020W,Q03722,
6119,YDR464C-A,Q8TGP5,
6120,YIR036W-A,A0A023PYI5,
6121,YMR007W,Q03675,YM8270.09
6122,YIL105W-A,Q8TGN5,
6123,YKL030W,P36099,YKL243
6124,YIL059C,P40520,
6125,TY1A-LR1,P0CX68,YLRCTy1-1 GAG YLR035C-B L1823
6126,YJR020W,P47092,J1458 YJR83.15
6127,YDR042C,Q03205,YD6888.04c
6128,YPL038W-A,Q3E7B4,
6129,ZDS1,P50111,CES1 CKM1 HST1 NRC1 OSS1 STM2 YMR273C YM8156.15C
6130,YTA12,P40341,RCA1 YMR089C YM9582.14C
6131,YOR231C-A,Q8TGL2,
6132,TY1A-PL,P0CX73,YPLWTy1-1 GAG YPL257W-A P0725
6133,YOR093C,Q12275,YOR3170c
6134,YPL135C-A,Q8TGK9,
6135,YPR099C,O13548,P8283.13A A0A7M4B2U1
6136,YNL143C,P53908,N1206 N1795
6137,TOR2,P32600,DRR2 TSC14 YKL203C
6138,PBY1,P38254,YBR094W YBR0821
6139,TRP3,P00937,YKL211C
6140,VPS70,P47161,YJR126C J2050
6141,YBR296C-A,Q8TGU5,
6142,YAL026C-A,A0A023PXH4,
6143,YBL039W-B,P0C268,
6144,YAL065C,O13511,
6145,YLR428C,O13564,
6146,YGR073C,P53247,
6147,YIR017W-A,Q03885,
6148,YEL043W,P32618,SYGP-ORF14
6149,YGL007C-A,Q8TGU0,
6150,YEL073C,P39974,
6151,YCR050C,P25630,YCR50C
6152,YMR001C-A,Q8TGS9,
6153,YKL097C,P34245,YKL445
6154,YMR242W-A,Q8TGS6,
6155,YMR262W,P38430,YM8156.04
6156,YJR157W,P47184,J2255
6157,YCR087W,P25652,YCR87W
6158,YMR158W-B,Q6B0X2,YMR158W-A
6159,YDL129W,Q07555,
6160,YCL065W,P37264,YCL65W
6161,YDL062W,Q07410,
6162,YDR095C,Q03831,
6163,YPL025C,Q02659,LPB6
6164,YPR077C,O13583,P9513.9B
6165,YPR053C,Q6Q5F3,
6166,YOR389W,Q08912,
6167,TY1B-PR1,P0C2I9,YPRCTy1-2 POL YPR137C-B P9659.6c
6168,YPL109C,Q02981,LPH17C
6169,TY1B-PL,Q12414,YPLWTy1-1 POL YPL257W-B P0729
6170,YPR202W,Q08993,P9677.1
6171,YOR186C-A,Q8TGL3,
6172,YPR123C,O13566,P9642.4B
6173,YOR376W-A,Q3E805,
6174,YPT1,P01123,YP2 YFL038C
6175,YPL222C-A,Q8TGL0,
6176,YPL250W-A,P0C5S0,smORF640
6177,ZRT2,Q12436,YLR130C L3120 L9606.9
6178,YNL198C,P40166,N1378
6179,ZRT3,P34240,YKL175W YKL640
6180,UPS1,Q05776,YLR193C
6181,VMA11,P32842,CLS9 TFP3 YPL234C P1064
6182,VTC2,P43585,PHM1 YFL004W
6183,WWM1,P43582,YFL010C
6184,WHI5,Q12416,YOR083W YOR3116W
6185,VPS16,Q03308,VAM9 VPT16 YPL045W
6186,YBR099C,P38258,YBR0828
6187,YBR292C,P38357,YBR2040
6188,WHI3,P34761,YNL197C N1382
6189,YBL053W,P38190,YBL0514
6190,TY1B-A,O13527,YARCTy1-1 POL YAR009C
6191,TY1A-A,P0CX57,YARCTy1-1 GAG YAR010C P9659.6d
6192,YFL031C-A,Q8TGU3,YFL030C-A
6193,YLR184W,Q06267,L9470.7
6194,YHL048C-A,Q3E758,
6195,YLR462W,O13556,
6196,YLR358C,O13565,
6197,YGR228W,P53308,
6198,YLR297W,Q05899,
6199,YLR326W,Q06170,
6200,YHL045W,P38726,
6201,YIR042C,P40586,
6202,YEL057C,P39983,
6203,YIL102C,P40488,
6204,YMR324C,Q04909,YM9924.16C
6205,YHR180W,P38868,
6206,YKL031W,P36098,YKL244
6207,YKR047W,P36140,
6208,YKL050C,P35736,YKL263 YKL301
6209,YKL033W-A,Q86ZR7,
6210,YDL196W,Q12187,D1224
6211,YLR108C,Q12259,L2913
6212,YMR315W-A,Q8TGS4,
6213,YJL055W,P47044,J1148
6214,YJL220W,P40891,HRC150 J0220
6215,YJR018W,P47091,J1454 YJR83.14
6216,YDL041W,Q12352,D2717
6217,YHL050C,P38721,
6218,YDL114W-A,P0C5M5,
6219,YJL144W,P47009,J0646
6220,YOL038C-A,Q3E7Z9,
6221,YRF1-7,P0CX15,YPL283C
6222,YOR008W-B,P0C5Q9,
6223,YPT53,P36019,YNL093W N2223
6224,YOR199W,Q08604,O4821
6225,YNL162W-A,Q3E7A8,
6226,YNL337W,P53821,N0172
6227,TIM22,Q12328,YDL217C D0884
6228,ERG10,P41338,YPL028W LPB3
6229,TRF5,P48561,YNL299W N0440
6230,TRP2,P00899,YER090W
6231,TSR4,P25040,YOL022C
6232,UFO1,Q04511,YML088W
6233,VAB2,P40003,VAB31 YEL005C
6234,URN1,Q06525,YPR152C
6235,VTC1,P40046,NRF1 PHM4 YER072W
6236,WSC4,P38739,YHL028W
6237,VPS8,P39702,VPT8 YAL002W FUN15
6238,YTA6,P40328,YPL074W LPF11C
6239,UTP22,P53254,YGR090W
6240,VPS17,P32913,PEP21 YOR132W O3314 YOR3314W
6241,VPS27,P40343,DID7 GRD11 SSV17 VPL23 VPT27 YNR006W N2038
6242,YBL083C,P38178,YBL0719
6243,YAR053W,P39559,
6244,TY1A-BL,Q12266,YBLWTy1-1 GAG YBL005W-A YBL004W-B YBL0324
6245,YBR063C,P38083,YBR0610
6246,YBR259W,P38338,YBR1727
6247,YAR075W,O42831,
6248,YER079W,P40052,
6249,YLR154W-F,P0C5Q0,
6250,YHR028W-A,A0A023PXE8,
6251,YGL217C,P53085,
6252,YHR214W,P0CX19,
6253,YHR219C-A,P0CL34,
6254,YGL088W,P53151,
6255,YLR252W,O13573,
6256,YGL042C,P53181,
6257,YDR354C-A,Q8TGP6,
6258,YGR270C-A,Q8TGN7,
6259,YIL021C-A,Q8TGN4,
6260,YIL100C-A,Q03884,
6261,YIL055C,P40523,
6262,YIR020C-B,Q03888,
6263,YJL070C,P40361,HRD888 J1095
6264,YIL028W,P40539,
6265,YMR052C-A,Q6B0Y6,
6266,YKL165C-A,P0C5P5,
6267,YER145C-A,A0A023PYF4,
6268,YJR023C,P47094,J1470 YJR83.19
6269,YDL068W,Q07435,
6270,MZM1,Q03429,AIM8 FMP36 YDR493W
6271,NFS1,P25374,SPL1 YCL017C
6272,NIT1,P40447,YIL164C YI9402.10BC
6273,NTG2,Q08214,SCR2 YOL043C
6274,OCA1,P50946,YNL099C N2194
6275,PEX31,P53203,YGR004W
6276,PHD1,P36093,YKL043W YKL256
6277,PRP5,P21372,RNA5 YBR237W YBR1603
6278,TIM54,P47045,YJL054W J1150
6279,TFB4,Q12004,YPR056W
6280,TFC7,Q12415,YOR110W O3234 YOR3234w
6281,VID22,Q05934,YLR373C
6282,TRM12,Q04235,TYW2 YML005W YM9571.14
6283,PEX4,P29340,PAS2 UBC10 YGR133W
6284,POR1,P04840,OMP2 VDAC1 YNL055C N2441 YNL2441C
6285,UTP20,P35194,YBL004W YBL0101
6286,VMR1,P38735,YHL035C
6287,VTC3,Q02725,PHM2 YPL019C
6288,WSC2,P53832,YNL283C N0583
6289,CRM1,P30822,KAP124 XPO1 YGR218W G8514
6290,VPS45,P38932,STT10 VPL28 YGL095C
6291,VPS3,P23643,VPT17 YDR495C D9719.1
6292,YBR138C,P38277,YBR1014
6293,YBR182C-A,Q8TGU6,
6294,YBR144C,P34215,YBR1121
6295,YBL055C,P34220,YBL0511 YBL0512
6296,YAR066W,P0CX18,
6297,YBR277C,P38350,YBR2014
6298,YNL033W,P53964,N2743
6299,YNR005C,P53717,N2036
6300,SUA7,P29055,YPR086W P9513.4
6301,SPT15,P13393,BTF1 TBP1 YER148W
6302,TDA2,P40045,YER071C
6303,TPT1,Q12272,YOL102C HRE230
6304,TEP1,P53916,YNL128W N1220 N1872
6305,TRM732,Q03496,YMR259C YM8156.01C YM9920.13C
6306,TOR1,P35169,DRR1 YJR066W J1803
6307,TRM82,Q03774,YDR165W YD8358.19
6308,TOM20,P35180,MAS20 MOM19 YGR082W
6309,TMA108,P40462,YIL137C
6310,TSC10,P38342,YBR265W YBR1734
6311,TYW3,P53177,YGL050W
6312,YBL100C,P38168,YBL0826
6313,YBR012C,P38214,YBR0205
6314,YAL064W,P39711,
6315,YLR157W-D,P0CE99,
6316,YGL235W,P53071,
6317,TY1A-GR2,Q12485,YGRCTy1-2 GAG YGR038C-A G4128
6318,YGR017W,P53210,
6319,YHR050W-A,Q05451,
6320,YET2,Q04210,YMR040W YM9532.05
6321,YLR412C-A,Q3E742,
6322,YLR230W,A0A023PXG7,
6323,YGR240C-A,Q3E786,
6324,YLR434C,O13576,
6325,YIL068W-A,A0A023PXN3,
6326,YIL152W,P40455,
6327,YDR187C,A0A023PYD7,
6328,YEL074W,P39973,
6329,YKL183C-A,Q3E765,
6330,YKE4,P40544,YIL023C
6331,YMR194C-A,P0C5Q6,
6332,YMR306C-A,A0A023PXI0,
6333,YLL017W,P0CF33,L1305
6334,YLL066C,Q99208,L0519 L0532
6335,YDL206W,Q12424,D1053
6336,YEL030C-A,Q8TGR5,
6337,YDR010C,Q12426,PZE110
6338,YKR015C,P36111,
6339,YLR146W-A,Q2V2P1,
6340,YHR112C,P38716,
6341,YJL107C,P42947,J0813
6342,YHR054C,P38780,
6343,TDP1,P38319,YBR223C YBR1520
6344,VMS1,Q04311,YDR049W
6345,VTH1,P40438,YIL173W
6346,WTM1,Q12363,YOR230W YOR50-20
6347,WAR1,Q03631,YML076C
6348,VPS28,Q02767,VPT28 YPL065W LPE5W
6349,YBL070C,P38186,YBL0616
6350,YCR018C-A,Q96VH1,
6351,YBR090C,P38253,YBR0811B
6352,YAL045C,P39725,
6353,YER130C,P39959,
6354,YER152C,P10356,
6355,YGL118C,P53132,
6356,YGR026W,P53217,
6357,YDR524W-C,P0C1Z1,YDR524W-A
6358,YLR264C-A,Q3E732,
6359,YLR455W,Q06188,
6360,YLR345W,Q06137,
6361,YGL123C-A,Q8TGP1,
6362,YIP1,P53039,YGR172C
6363,YJR112W-A,Q3E743,
6364,YML119W,Q03208,YM7056.07
6365,YIL046W-A,Q3E7Z4,
6366,YDL159C-B,Q8TGP9,
6367,YMR175W-A,Q3E766,
6368,YMR226C,Q05016,YM9959.08C
6369,YDR131C,Q03899,
6370,YMR279C,Q03263,YM8021.05C
6371,YMR209C,Q03648,YM8261.03C
6372,YDL023C,Q12264,
6373,YER078W-A,Q3E7A2,
6374,YDR114C,Q04597,
6375,YKR005C,Q02203,YK104
6376,YJL135W,P47012,J0666
6377,YER090C-A,P0C5M8,
6378,YOR161C-C,Q8TGS0,
6379,YOL075C,Q08234,YOL074C
6380,YPT10,P38146,YBR264C YBR1733
6381,YPS7,Q06325,YDR349C
6382,YMR103C,Q04436,YM9718.02C
6383,UBP10,P53874,DOT4 YNL186W N1619
6384,UBP1,P25037,YDL122W D2250
6385,VMA4,P22203,VAT5 YOR332W O6241
6386,VEL1,P53058,YGL258W NRA206
6387,VPS62,P53285,YGR141W
6388,YCL049C,P25577,YCL49C
6389,YER034W,P40022,
6390,YHR131W-A,A0A023PXM2,
6391,YGL230C,P53074,
6392,YLF2,P38746,YHL014C
6393,YLR171W,O13562,
6394,YFR036W-A,A0A023PZD0,
6395,YLR177W,Q06251,
6396,YFL041W-A,Q3E817,
6397,YDR426C,P87268,
6398,YEH2,Q07950,YLR020C
6399,YMR320W,Q04897,YM9924.12
6400,YJR061W,P40355,J1736
6401,YJR056C,P47115,J1710
6402,YML079W,Q03629,
6403,YIG1,Q08956,YPL201C
6404,TY1A-ML1,Q04706,YMLWTy1-1 GAG YML045W-A YM9827.07
6405,YMR316C-A,I2HB70,
6406,YJR115W,P47152,J2027
6407,YML099W-A,Q6B2I9,YML100W-A
6408,YDR015C,Q12195,PZF129
6409,YJR087W,P47132,J1870
6410,YMR317W,Q04893,YM9924.09
6411,YLL006W-A,Q3E814,
6412,YJR124C,P47159,J2046
6413,YDL057W,Q07379,
6414,YLR111W,Q12528,L2925 L9354.4
6415,YDL221W,Q07649,
6416,YCR085W,P25650,YCR85W
6417,YHR022C,P38763,
6418,YER087C-A,A0A023PYE9,
6419,YDL118W,Q07535,
6420,YJL215C,P40895,HRE119 J0231
6421,YDL218W,Q07629,
6422,YDL026W,Q12147,
6423,UTP7,P40055,KRE31 YER082C
6424,XDJ1,P39102,YLR090W L9449.3
6425,PEP1,P32319,VPS10 VPT1 YBL017C YBL03.22 YBL0302
6426,YBR076C-A,P0C5L2,smORF46
6427,YBL108W,P38161,YBL0801
6428,YBR197C,P38306,YBR1409
6429,YAL063C-A,Q3E791,
6430,YLL067W-A,P0CY01,
6431,YHR175W-A,Q3E815,
6432,YGL188C-A,Q8TGU1,
6433,YFH7,P43591,AIM12 YFR007W
6434,YGR066C,P53242,
6435,YEL076C,P39971,
6436,YLR302C,O13544,
6437,YDR406W-A,P0C5M2,smORF144
6438,YIL100W,P40490,
6439,YDR545C-A,P0CL37,
6440,YME2,P32843,PRP12 RNA12 YMR302C YM9952.04C
6441,YDR524C-A,Q8TGR6,YDR524C-C
6442,YGL014C-A,P0C5N1,
6443,YJL127W-A,P0C5P1,YJL127W-B
6444,YKL162C-A,P0C5P4,
6445,YMR230W-A,Q3E7B5,
6446,TY1A-MR1,Q04215,YMRCTy1-3 GAG YMR046C YM9532.11C
6447,YJR146W,P47174,J2200
6448,YCR101C,P25607,
6449,YMR193C-A,Q6B0R2,
6450,YKR018C,P36114,
6451,YDL114W,Q07530,
6452,YLR001C,Q07895,L1388
6453,YDL157C,Q12082,D1533
6454,YLR157C-C,P0CY04,
6455,UBA3,Q99344,YPR066W YP9499.21
6456,YML003W,P0CF16,YM9571.16
6457,UBX7,P38349,YBR273C YBR1741
6458,VHS2,P40463,YIL135C
6459,VPS75,P53853,YNL246W N0890
6460,YBR072C-A,Q3E794,
6461,YCR081C-A,Q8TGQ0,
6462,YBR016W,P38216,YBR0222
6463,YAR023C,D6VPM8,
6464,YBT1,P32386,BAT1 YLL048C
6465,YBR298C-A,Q8TGK4,
6466,YBR232C,P38327,YBR1530
6467,YLR154W-B,P0C5P9,smORF398
6468,YLR466C-A,P0CL38,
6469,YGP1,P38616,YNL160W N1731
6470,YLH47,Q06493,MRS7 YPR125W
6471,TY2A-GR2,P0CX62,YGRWTy2-2 GAG YGR161W-A G7015
6472,YLR339C,O94085,
6473,YHR073C-B,P0C5N4,
6474,YGR111W,P53265,G6145
6475,YHL044W,P38727,
6476,YDL240C-A,P0C5L8,
6477,YGR016W,P53209,
6478,YDL247W-A,P0C5L9,
6479,YKR073C,P36153,
6480,YIL020C-A,A0A023PXM7,
6481,YDC1,Q02896,YPL087W LPG21W
6482,TY3B-I,Q7LHG5,YILWTy3-1 POL YIL082W-A
6483,YKL118W,P36072,
6484,YIR023C-A,A0A023PZF9,
6485,YKL223W,P36031,
6486,YDR220C,Q04923,
6487,YER133W-A,A0A023PZC3,
6488,YKL145W-A,P0C5P3,
6489,YEL008C-A,Q8TGP3,
6490,YJL171C,P46992,J0512
6491,YLR124W,Q12327,L2973 L9233.4
6492,YMR252C,Q04814,YM9920.06C
6493,YER152W-A,A0A023PZC7,
6494,YER188W,P40103,
6495,YDL187C,Q07613,
6496,YDR203W,A0A023PXI4,
6497,YVC1,Q12324,YOR087W YOR088W YOR3151W
6498,YOR011W-A,Q3E807,
6499,YOR012W,Q12351,OR26.02
6500,YRB1,P41920,CST20 HTN1 SFO1 YDR002W YD8119.08
6501,YPQ1,Q12010,YOL092W O0929
6502,YPT35,P38815,YHR105W
6503,YOR105W,Q08504,O3217
6504,TY2A-OR1,Q12439,YORCTy2-1 GAG YOR192C-A O4787
6505,YNL193W,P53870,N1400
6506,YNR062C,P53748,N3527
6507,YNL122C,P53921,N1901
6508,YAL004W,P39703,
6509,YGL041W-A,P0C5N3,
6510,YGR021W,P53212,
6511,YGR053C,P53234,
6512,TY1B-JR1,P47098,YJRWTy1-1 POL YJR027W J1560
6513,YDR535C,Q04434,
6514,YIL060W,P40519,
6515,YIL142C-A,A0A023PYI2,
6516,YKR078W,P36158,
6517,YEL014C,P39999,
6518,YKL044W,P36092,YKL257
6519,YMR086C-A,Q6Q571,
6520,YML094C-A,Q12744,YML095C-A
6521,YIL066W-A,A0A023PXF8,
6522,YCR090C,P25654,YCR1104 YCR90C
6523,YJR120W,P47157,J2039
6524,YKL202W,P36042,
6525,YKL075C,P36083,
6526,YJL225C,P40889,HRF393/HRD1054 HRF393/HRD732 J0202
6527,YKL096C-B,Q8TGT2,
6528,YDL050C,Q07355,
6529,YER091C-A,Q02590,
6530,YER023C-A,Q8TGP2,
6531,YOL013W-A,P0C272,
6532,YOR186W,Q08560,
6533,YPL073C,P40323,
6534,YRF1-2,P40105,YER190W
6535,YRF1-3,P0CX14,YGR296W
6536,YPR114W,Q06107,
6537,YOR366W,Q08872,O6664
6538,YOL131W,Q08270,
6539,YPR092W,O13586,P9513.15A
6540,YOL134C,Q08272,AOE129 O0508
6541,YPL257W,Q08974,
6542,TY1B-NL2,Q99337,YNLWTy1-2 POL YNL054W-B N2453
6543,YNL013C,P53979,N2854
6544,YNL095C,P53932,N2215
6545,ZRG8,P40021,YER033C
6546,UBP9,P39967,YER098W
6547,SHP1,P34223,UBX1 YBL058W YBL0509 YBL0515
6548,VAC17,P25591,YCL063W YCL63W/YCL62W
6549,VAC7,P53950,YNL054W N2467 YNL2467W
6550,VPS53,P47061,YJL029C J1258
6551,VPS4,P52917,CSC1 DID6 END13 GRD13 VPL4 VPT10 YPR173C P9705.10
6552,YAR062W,P0CI66,
6553,YCR095W-A,Q3E787,
6554,YBR116C,P38268,YBR0911
6555,YBR209W,P38311,YBR1451
6556,YAL016C-A,A0A023PYC6,
6557,YHR202W,P38887,
6558,YGL132W,P53126,G2847
6559,YHR032W-A,P0C5N6,
6560,YHR214W-A,O13534,
6561,YGL140C,P53120,
6562,YGR174W-A,Q8TGT8,
6563,YGR296C-B,P0CX96,
6564,YGR160W,P53288,G7004
6565,YFL013W-A,Q03187,
6566,YDR239C,Q03780,
6567,YLR456W,Q06199,
6568,YIP4,P53093,YGL198W G1304
6569,YIR035C,P40579,
6570,YIA6,P40556,NDT1 YIL006W
6571,YML047W-A,A0A023PZG9,
6572,YIL029C,P40538,
6573,YKL071W,P36086,
6574,YCR041W,P37265,YCR41W
6575,YDR053W,Q07790,
6576,YJL032W,P47059,J1252
6577,YKL225W,P36030,
6578,YLR101C,Q08027,L2705
6579,YML031C-A,A0A023PXH2,
6580,YHR033W,P38690,
6581,YER066C-A,P87263,
6582,YDL177C,Q12257,
6583,YHR138C,P38841,
6584,YJR011C,P47086,J1438 YJR83.26
6585,XKS1,P42826,YGR194C G7584
6586,YBL008W-A,Q3E821,
6587,YCL022C,P25562,YCL22C
6588,YCR087C-A,P37263,YCRX16C
6589,YBR196C-A,Q3E820,
6590,YAL037C-B,Q8TGR8,YAL038C-A
6591,YAL016C-B,P0C1V3,
6592,YEL1,P34225,YBL060W YBL0507 YBL0517
6593,YHR073W-A,P0C5N7,
6594,YDR415C,Q04033,
6595,YER158C,P40095,
6596,YDR344C,Q05510,
6597,TY2A-DR2,Q03483,YDRWTy2-2 GAG YDR210W-A YD8142A.08
6598,YGL039W,P53183,
6599,YIM2,P28626,YMR151W YM9375.21
6600,YDR524C-B,Q3E6R4,
6601,YKL153W,P36058,YKL608
6602,YMR295C,Q03559,
6603,YDL158C,Q12047,
6604,YER053C-A,Q3E7B0,
6605,YLL037W,Q07865,L0910
6606,YOR050C,Q08419,O2790 YOR29-01
6607,YER189W,P40104,
6608,YPR050C,A0A023PZM3,YP9499.07b
6609,YRF1-1,P0CX20,YDR545W D3703.4
6610,YPS6,P40583,YIR039C
6611,YOR041C,Q08411,O2760
6612,YOR200W,Q08620,O4824
6613,YOR225W,Q12225,O5015 O5073 YOR50-15
6614,YPL191C,Q08930,
6615,YOL159C-A,Q3E769,
6616,YNL195C,P40168,N1390
6617,YNL266W,P53842,N0800
6618,YNL057W,P53948,N2436 YNL2436P
6619,SAM2,P19358,ETH2 YDR502C D9719.8
6620,MET4,P32389,YNL103W N2177
6621,MET2,P08465,YNL277W N0615
