Gene;E.MEXP.130_1;E.MEXP.130_2;E.MEXP.130_3;E.MEXP.130_4;E.MEXP.26_1;E.MEXP.26_2;E.MEXP.26_3;E.MEXP.26_4;E.MEXP.26_5;E.MEXP.26_6;E.MEXP.27_1;E.MEXP.27_2;E.MEXP.27_3;E.MEXP.27_4;E.MEXP.27_5;E.MEXP.323_1;E.MEXP.323_2;E.MEXP.324_1;E.MEXP.324_2;E.MEXP.442_1;E.MEXP.442_2;E.MEXP.442_3;E.MEXP.442_4;E.MEXP.442_5;E.MEXP.442_6;E.MEXP.442_7;E.MEXP.442_8;E.MEXP.526_1;E.MEXP.526_2;E.MEXP.526_3;E.MEXP.580_1;E.MEXP.580_10;E.MEXP.580_11;E.MEXP.580_12;E.MEXP.580_13;E.MEXP.580_14;E.MEXP.580_15;E.MEXP.580_2;E.MEXP.580_3;E.MEXP.580_4;E.MEXP.580_5;E.MEXP.580_6;E.MEXP.580_7;E.MEXP.580_8;E.MEXP.580_9;E.MEXP.593_1;E.MEXP.593_2;E.MEXP.593_3;E.MEXP.593_4;E.MEXP.593_5;E.MEXP.593_6;E.MEXP.724_1;E.MEXP.724_2;E.MEXP.724_3;E.MEXP.724_4;GSE1311_1;GSE1311_2;GSE1311_3;GSE1311_4;GSE1311_5;GSE1311_6;GSE1311_7;GSE1312_1;GSE1312_2;GSE1312_3;GSE1312_4;GSE1312_5;GSE1312_6;GSE1312_7;GSE1313_1;GSE1313_2;GSE1313_3;GSE1313_4;GSE1313_5;GSE1313_6;GSE1313_7;GSE1313_8;GSE1639_1;GSE1639_2;GSE1639_3;GSE1639_4;GSE1639_5;GSE1639_6;GSE1639_7;GSE1639_8;GSE1693_1;GSE1693_10;GSE1693_11;GSE1693_12;GSE1693_13;GSE1693_2;GSE1693_3;GSE1693_4;GSE1693_5;GSE1693_6;GSE1693_7;GSE1693_8;GSE1693_9;GSE1934_1;GSE1934_2;GSE1934_3;GSE1934_4;GSE1934_5;GSE1934_6;GSE1934_7;GSE1934_8;GSE1938_1;GSE1938_2;GSE1938_3;GSE1938_4;GSE1938_5;GSE1975_1;GSE1975_2;GSE1975_3;GSE1975_5;GSE1975_6;GSE1975_7;GSE1975_8;GSE2343_1;GSE2343_2;GSE2343_3;GSE2343_4;GSE2343_5;GSE2343_6;GSE3076_1;GSE3076_10;GSE3076_11;GSE3076_12;GSE3076_13;GSE3076_14;GSE3076_15;GSE3076_16;GSE3076_17;GSE3076_18;GSE3076_19;GSE3076_2;GSE3076_20;GSE3076_21;GSE3076_22;GSE3076_23;GSE3076_24;GSE3076_25;GSE3076_26;GSE3076_27;GSE3076_28;GSE3076_29;GSE3076_3;GSE3076_30;GSE3076_31;GSE3076_32;GSE3076_4;GSE3076_5;GSE3076_6;GSE3076_7;GSE3076_8;GSE3076_9;GSE3431_1;GSE3431_10;GSE3431_11;GSE3431_12;GSE3431_13;GSE3431_14;GSE3431_15;GSE3431_16;GSE3431_17;GSE3431_18;GSE3431_19;GSE3431_2;GSE3431_20;GSE3431_21;GSE3431_22;GSE3431_23;GSE3431_24;GSE3431_25;GSE3431_26;GSE3431_27;GSE3431_28;GSE3431_29;GSE3431_3;GSE3431_30;GSE3431_31;GSE3431_32;GSE3431_33;GSE3431_34;GSE3431_35;GSE3431_36;GSE3431_4;GSE3431_5;GSE3431_6;GSE3431_7;GSE3431_8;GSE3431_9;GSE3821_1;GSE3821_2;GSE3821_3;GSE3821_4;GSE3821_5;GSE3821_6;GSE3821_7;GSE4135_1;GSE4135_2;GSE4135_3;GSE4135_4;GSE4807_1;GSE4807_10;GSE4807_2;GSE4807_3;GSE4807_4;GSE4807_5;GSE4807_6;GSE4807_7;GSE4807_8;GSE4807_9;GSE6073_1;GSE6073_2;GSE6073_3;GSE6073_4;GSE970_1;GSE970_2;GSE970_3;NA3_1;NA4_1;NA4_2;NA4_3;NA4_4;NA4_5;NA4_6;NA4_7;NA4_8;NA5_1;NA5_10;NA5_11;NA5_12;NA5_13;NA5_14;NA5_15;NA5_16;NA5_17;NA5_18;NA5_2;NA5_3;NA5_4;NA5_5;NA5_6;NA5_7;NA5_8;NA5_9
YFR034C;-6.487114332;-7.954433055;-4.926344867;-5.054264615;-8.345325373;-3.900719838;-4.243038094;-4.135968658;-4.614176451;-4.619792311;-10.9327911;-5.053392611;-6.384803585;-5.934445256;-3.93041915;-11.72085656;-2.87374089;-11.82166379;-7.885491461;-3.04396807;-5.623346461;-3.027678651;-4.93735587;-3.461053212;-4.597336747;-2.559943212;-7.138225972;-9.829309656;-6.142822464;-10.08749057;-8.823528266;-5.186052982;-8.087719169;-8.940693401;-3.794669883;-8.294214468;-6.269297604;-0.797822377;-1.523264519;-3.582141679;-1.348511904;-6.58068845;-2.301284842;-13.39233802;-2.545019258;4.121121092;3.421374179;-1.641568783;-2.556784497;-3.430635857;-5.715958408;-3.265601255;-0.998343236;-1.562042805;-3.860417183;-1.970688801;15.78514141;20.40357338;19.4566104;20.70660476;18.26411327;13.99416841;-0.630632346;14.95394986;19.35343123;20.1008442;18.44254955;15.41697416;11.78512316;-1.856996408;12.22368149;19.37746835;19.98896874;18.67160752;17.83322928;12.41730467;10.49036456;-12.86971379;-9.026661285;-8.936868774;-8.739314096;-7.44556726;-5.590534147;-6.36000681;-5.809574434;4.968518832;11.02580854;14.17946958;12.04944411;11.7418327;3.782866404;10.6707567;10.53445491;10.75627729;13.20732858;11.36163159;10.27140108;12.71837772;-1.078034441;-4.691836836;-4.791628169;-3.394687853;-4.456368255;-4.592869376;-5.292388694;-5.875984276;3.392996736;-1.446037152;-2.519615958;-1.554371911;-0.289735772;-2.665789164;-3.897834276;-6.343797764;-5.872430923;-5.536280814;-1.771802009;-5.011073576;-8.185583553;-6.611396055;-6.296204334;-6.295439201;-5.85200153;-5.896575962;-10.28534069;-4.360492676;-2.47838762;-2.126324979;1.118010825;-0.172357109;1.403319997;0.484275939;-6.16693436;-3.781826692;-5.726154826;-9.270928551;-5.953196098;-4.310461906;-2.05882958;-4.284106306;-3.106441969;-4.600433038;-3.071644645;0.873909364;-3.913137492;-3.725010678;-10.21992069;-1.49828801;-1.244384018;1.900747566;-8.682220279;-8.668951398;-8.546143554;-6.192451664;-5.514291039;-5.097517557;1.19897566;-2.262485956;-2.118217066;-4.953915872;3.232121141;5.972246295;5.470674748;6.898359087;6.025636054;4.643024993;4.943046622;5.907147975;-3.830789862;-1.633696299;-2.068271446;-2.574471277;-3.222222832;3.216510835;7.368483043;5.546294198;2.209584278;3.495615608;4.562513722;3.272309504;6.286639273;-5.325465665;-0.574615125;-3.65354729;-4.852142198;-3.762562843;5.392483009;6.498355942;6.231521238;7.224496242;3.523873758;-7.25823609;4.177316773;4.768580375;4.77065617;4.166034728;1.734405529;2.333497458;-1.455104604;-7.842466213;-10.72422956;-10.76685762;-9.594783631;-1.110979638;1.295220413;-1.916378313;-0.444715583;-2.224623087;-2.257910407;-1.7731761;0.695894457;-0.724400661;-0.174868141;-7.724932509;-7.413186338;-9.362178343;-7.207327658;-7.033635942;-8.891483004;-8.258861769;-8.719538954;3.347966753;6.212670152;3.397758103;5.52051805;-2.289704138;5.748050303;3.485935857;0.993452606;-7.721291933;-6.442501844;-5.149711493;-7.625788307;-2.810423958;-2.962604243;-3.043281523;-6.520309356;-4.924545194;-5.713464417;-2.586169302;-3.115838251;-5.534438113;-2.823056202;-5.186472148;-6.411554872;-4.197455907;-4.841505146
YGR067C;-14.85578987;-13.98318133;-6.785731267;-7.854501951;-22.1398799;-19.10205711;-13.16107945;-18.01971476;-19.91132634;-19.79859151;-23.1600533;-16.33618141;-15.85933102;-12.14225492;-14.90360202;-19.11613578;0.83741067;-18.12990348;-12.68297056;2.614847796;-6.692050291;-7.393329781;-12.27151324;-2.32589617;-5.201476425;-9.072320019;-13.62479302;-19.75539594;-16.97820602;-19.40947612;-11.62425277;-7.518901836;-11.1841971;-12.02049148;-7.275013712;-7.506302317;-9.431831314;-0.203369885;-2.458766857;-7.246580514;-3.937257791;-11.60237591;-5.595716552;-13.24837397;-2.802687982;13.14689639;14.75407354;11.52986;7.051182763;2.441448306;-3.615335145;6.942045174;-1.81284792;-4.113941989;-5.467286028;-7.874252266;20.91176274;22.1963285;21.08244488;21.24673076;20.80562158;17.38981526;-4.399686604;18.93577586;21.93466269;22.32132011;21.79484507;21.11799193;16.55334225;-5.670058839;17.57871378;22.39251248;22.21278344;22.32560542;21.65610276;18.15684158;21.41278709;-22.50068008;-18.45265433;-18.08805448;-17.28448229;-15.22604468;-14.85533226;-14.47221047;-16.03464114;9.712945543;9.951133142;14.03506137;11.99906041;11.21099439;11.96568716;11.37076383;10.76229172;13.67048881;15.69939644;9.511365455;10.11648561;12.77684982;7.641624286;-2.884448508;-8.7771077;0.546678036;-3.442589857;-11.33042128;-13.10403086;-12.87578393;5.153121565;-6.476804526;-6.621247386;-5.033638585;-1.323309269;-12.46986043;-15.1063307;-17.0398645;-16.63893257;-19.00227986;-10.65426095;-15.59087847;-20.51335601;-15.85866562;-15.11307059;-19.58347361;-15.4985618;-18.17173858;-19.26836911;-2.796064094;-1.196208977;1.093924553;2.897247009;2.264977637;2.94242579;1.874828876;-19.27241831;-19.39671077;-19.68021808;-18.46653345;-17.76764887;-16.28522578;-13.15629093;-12.13071616;-9.513804321;-6.568860144;-4.649563809;-2.092286349;-7.126914709;-6.276242069;-17.89261627;-4.532975105;-3.46369961;2.30632913;-15.6984816;-13.31096673;-11.27780158;-8.605073953;-6.788838975;-4.297287407;16.81032155;6.682496541;8.406413637;7.844717906;18.29643532;23.03926867;22.60799518;23.1496663;21.16347549;21.83294976;19.67071498;23.44191974;3.710023407;5.848252275;9.178645788;7.721730756;8.638773442;17.09537641;22.04485782;21.97411715;21.79301383;21.36676015;22.32086324;20.43589083;19.339107;-1.722580976;9.457504906;9.851190864;7.985927297;10.08035666;22.62939515;22.70382075;22.11061666;21.68133174;17.4535685;-6.080612902;13.71434814;13.6730612;13.82603572;13.75546403;11.59179767;4.869323184;2.765144949;-11.71694792;-15.12140026;-17.34483002;-15.78582548;11.50742451;10.01361461;-2.901934567;-6.762572088;-5.024793502;-4.822501901;-7.192044968;-10.67361914;-9.653845515;-5.278850725;-15.45081835;-14.71191674;-20.74302281;-13.54253038;-15.58134224;-16.88532216;-17.23015565;-18.51137579;-4.100646646;8.464498239;2.156352519;2.640563163;-15.40535839;4.529045895;-2.266371952;-8.630121954;-19.43436625;-20.11269239;-19.36569132;-15.81968479;-11.56994236;-16.53382285;-11.67522126;-15.77003558;-17.98359311;-17.57877643;-7.6769565;-10.33412653;-17.25093127;-11.96847365;-14.04383623;-16.44744874;-14.25527483;-16.00368784
YJR147W;6.048490913;3.733173922;-0.083748719;2.011242288;10.80522822;8.621894737;4.61278583;7.236262226;9.168098511;8.343693067;6.077539711;4.211277759;3.415561563;2.634237938;4.24939912;4.034416652;-0.746308024;4.552585113;2.352914035;0.901739869;1.667663266;2.796286649;2.901846143;1.581052639;1.997373268;4.723833499;5.075461446;6.462445998;4.017897973;4.767901223;-0.526573131;-1.58138701;-2.358047583;-0.936718112;-0.569371296;-1.942963101;-0.903605789;-3.042631712;-2.207515165;-0.255990941;-0.248696564;2.163173355;-0.178628867;0.590027663;0.021489064;-5.962291698;-6.901376904;-7.462913238;-6.356949156;-5.365037453;-1.893195602;-6.785198064;-2.382568767;-0.111011131;-0.820088045;5.845992013;-4.116359405;-4.684923606;-2.410047337;-1.948020531;-2.071610141;1.279717023;4.612099866;-3.902708803;-4.696354615;-3.952868598;-3.659813821;-2.049971981;1.294686076;5.135289293;-4.936971736;-5.104331405;-4.765926476;-4.248303266;-2.995233445;0.534322665;-1.76385003;4.188625897;2.145790458;3.330194092;3.552133845;4.416974592;4.765834443;5.645565102;5.027781118;-1.206869196;1.566760278;2.11024905;2.056631233;1.787030358;-1.540291303;0.060528969;0.928618694;0.362154012;0.839673413;2.960410429;0.409306909;0.871088402;-2.779354529;-0.366380013;1.883876525;-1.503400097;-1.585964787;1.874472802;1.783511979;1.430476344;-2.744625609;0.228989744;-0.01070832;-0.038911388;-0.965490361;5.787954173;5.575959639;6.13980676;6.656513258;8.290807247;7.442890578;7.760661745;6.539762751;3.786983613;2.282837378;5.322220741;1.694507854;4.070723987;3.858583755;1.643326556;1.925464564;0.535626371;0.792398115;0.911330182;0.92403366;0.670956098;4.784923135;8.137538431;7.126815566;4.908107495;5.575791829;8.483880757;8.536401511;4.858852981;5.612326766;1.360759222;1.704528322;2.416763778;4.891328569;3.179990079;4.481151944;4.329493113;2.291971258;-0.013193854;5.338127621;6.182879073;3.670331588;4.129213368;4.305897231;0.847043581;-10.79217378;-6.628355213;-8.792479926;-8.871818197;-11.33139252;-18.35587671;-10.97487126;-10.63245364;-10.66712306;-12.46055532;-14.79590404;-19.79639641;-1.519908007;-4.653905684;-7.293784258;-7.939900843;-7.681355071;-12.21651285;-11.50318421;-9.289153034;-12.54691502;-11.65682151;-10.15801965;-13.06706226;-10.88071509;0.223659497;-7.418246664;-8.612187981;-7.667213668;-9.903703;-9.630476597;-9.911183403;-10.81540441;-10.70820907;-10.03780231;1.225469243;-2.8466702;-3.070206482;-2.715289946;-4.119733813;-4.279500519;1.418222067;-0.293067414;-1.939166712;-2.483715337;0.41871937;1.464243256;-5.428445509;-4.495932575;-3.365263975;0.11141983;-0.077194075;1.68560076;2.35875334;4.703241235;2.899199022;2.640190553;-2.045186645;-1.855466179;-0.121871252;-2.870357739;4.421404926;4.211448489;4.557821752;4.009381222;4.27214919;0.129648195;1.667393273;2.895095777;3.986191039;0.37254854;2.204288118;4.490471894;5.549802535;8.417757615;6.410506341;4.854230871;2.616539606;5.024159502;4.307050526;4.929212364;5.899215264;6.152999592;1.750315816;2.41870998;5.958507754;3.88346999;2.294379591;7.277812683;4.608605814;5.651590501
YGL197W;-4.439887348;-6.802642811;-5.208450292;-5.329076698;-6.786417831;-6.420630777;-6.25084169;-5.923351786;-6.369353333;-6.41035105;-6.778485293;-6.159912766;-6.200241014;-4.903090978;-5.19491569;-5.09872255;-0.541804863;-4.022293915;-4.085855683;1.206663784;-2.156495587;0.264516906;-0.668169602;2.115385499;1.570379111;1.886916943;-1.989061289;-4.38072633;-3.847274579;-5.316394846;-11.88963023;-11.12658917;-12.63951142;-12.58342056;-9.881779275;-9.748776648;-11.08060651;-7.083052106;-8.037114549;-9.416439433;-8.748573065;-10.56389411;-8.936738985;-11.22767061;-6.587509089;-2.106620583;-0.243374917;-4.450878137;-7.684537051;-9.975833079;-8.141484659;-7.806935424;-5.279031495;0.751221162;-1.040383861;2.33174846;18.59974846;16.52796701;18.40435156;18.60466135;17.76777536;15.32417453;1.937392213;14.24838627;17.03801168;17.50996088;17.48026504;17.28327533;13.41257447;1.611581142;13.77741344;16.01537516;16.4279462;17.42580313;17.93039055;15.36991291;12.60462359;-8.556409365;-8.793242504;-7.25652358;-6.190967068;-3.89887761;-3.467551606;-3.966932062;-3.559526322;0.75101783;6.987556995;8.227754631;7.333042281;6.306572211;1.400028815;6.208170465;7.315120941;7.733965145;5.184470591;5.207057585;5.283993756;6.309808267;2.228846454;-2.106204694;-2.131567599;-0.727260347;-1.71064736;-2.223145861;-2.20730016;-2.523306792;2.727399714;-1.724220995;-1.813423334;0.468290437;2.116925634;-3.495486403;-4.706065586;-6.648202502;-5.250702736;-5.164140205;-3.904424088;-6.020562248;-2.437841954;-0.945645452;-1.734481879;-2.869171507;-1.809901133;-2.105531026;-3.767839987;1.415465369;1.757746857;2.707937202;4.628015278;3.78383223;3.522627245;2.970109072;-5.93072207;-4.340185908;-4.79341112;-1.920673128;-4.117955026;-3.599674666;-2.766283413;-3.388327409;-1.863143946;-1.497362301;-0.378514174;2.08944403;-0.887924908;-1.275630758;-3.244174791;0.183052201;1.886571496;2.796618078;-3.32022607;-2.21546239;-2.002914933;-0.933137991;-0.113322665;1.179579554;2.971927273;-0.736840382;-1.005214694;-1.115392584;4.531071987;7.127545272;9.346424106;9.513305366;7.661081351;8.861977083;8.878998522;7.153194591;-0.58556003;0.511533652;0.418390286;0.462806915;-0.076717306;3.958171169;7.539770431;8.716736532;7.39561911;7.532433968;8.764427278;7.021694991;8.466498043;-2.687780473;2.432499947;-0.248343412;-1.196672541;0.593722729;9.470460851;10.52298442;10.32257321;10.05250889;6.998898414;-3.808083689;-2.463924632;-2.119569578;-1.275132491;-2.805243139;-5.240999089;-6.420318509;-8.19257609;-3.355018453;-6.177606701;-6.207068774;-4.854789456;-4.916815835;-6.222754964;-4.180056883;-4.901469898;-5.585852392;-7.092352785;-5.382801472;-5.179431882;-5.95243186;-8.453148928;-4.910431538;-4.237092438;-5.995756655;-5.076577017;-9.212535204;-10.63292105;-7.791479403;-7.07137433;3.082381667;6.510750933;4.964692061;6.378167743;-1.56388658;4.87627375;1.12988479;0.858952178;-7.716612564;-7.685353408;-8.64289276;-11.28474636;-8.776397593;-8.784348388;-6.828245622;-10.26948161;-7.224213717;-10.0253149;-5.869506207;-7.815388255;-9.410826491;-7.302176319;-8.475915334;-9.97769267;-8.727059134;-9.17003855
YGL096W;-6.7189167;-6.155416894;-3.451523657;-4.374691224;-11.64735458;-6.226669092;-3.5016265;-6.356598133;-6.861726281;-6.95706579;-11.1122338;-4.380935321;-3.940986703;-1.828463542;-3.79976263;-9.231948469;0.894679392;-9.303722174;-4.583114011;-0.067043413;-3.782160796;-1.135872696;-5.047033428;-0.878443932;-2.169095428;-2.70870477;-4.997312476;-9.132264533;-5.42083734;-8.640481847;-9.060044166;-3.004418774;-5.991592349;-6.94237491;-1.644408355;-5.148180184;-4.242948756;-0.955856976;-1.484843314;-3.426411428;-1.718750787;-7.8007002;-3.010541095;-9.291573824;-1.830297254;4.688673162;5.452678988;3.929538781;0.490360178;-2.747369335;-5.087709157;0.471004426;-1.686797713;-3.027468757;-4.108931168;-2.357750524;10.56394589;12.85365625;12.34601292;12.27748624;11.91148751;10.15561902;0.091987813;8.933719573;12.23531695;12.57229783;12.64763708;11.51386318;9.484977526;-1.050248299;8.574320582;12.90775582;12.815858;12.78806833;12.14090416;9.888888337;9.06364902;-9.135447711;-5.938417254;-6.469685524;-5.748551649;-6.920765699;-5.794620415;-5.76768738;-7.246700222;0.633743393;-1.446292846;1.105021013;-0.320728218;-0.855816337;0.692671806;-0.511835595;-0.922973902;0.627599002;2.962423772;-2.155044094;0.068303854;0.910918359;-0.580545519;-8.277586144;-10.29545293;-6.628075303;-6.711692164;-9.309492214;-9.786986912;-10.18642806;2.794688571;-5.008941042;-4.931504319;-3.986099309;-2.017910198;-4.946791872;-6.870188795;-8.831311664;-7.156584683;-7.45943499;-4.765458772;-8.571694581;-10.60073377;-6.088241619;-5.38279002;-9.911765625;-6.071148185;-9.142259153;-6.947431274;-1.784685215;-1.064868888;0.141840816;1.341004999;0.86598337;1.059404688;0.992824436;-6.471164646;-6.033231504;-5.948373241;-6.956825505;-5.604021585;-4.882279003;-4.507283755;-3.992804298;-2.803087978;-1.466272604;-0.66587679;0.431681419;-2.057280258;-1.914787413;-7.440680705;-0.895879519;-0.117712154;2.891717965;-6.716890174;-6.01937951;-5.482339522;-4.822233034;-4.252244323;-2.487900092;7.599937676;2.734603488;3.608431523;2.849794907;8.41093557;11.56966188;10.61168799;11.11570593;11.21598863;11.05630663;10.00838871;11.54772093;1.066120698;2.068738285;3.518325753;2.632037417;2.918013397;7.268167563;10.55008069;11.13745416;11.21867645;10.85135381;10.39357847;10.67242622;8.878426816;-1.601125062;3.633717553;3.768541356;2.592801172;3.642763761;11.37057834;10.30814897;11.33380239;10.40591211;8.218243454;-2.965625191;3.372916467;3.27002511;2.978567866;3.127949755;2.45110387;-0.993595283;-0.640944453;-3.776859042;-5.992443048;-5.724650691;-5.094922602;3.42751475;3.727571629;-0.153799148;-3.827085921;-2.342586085;-1.242281241;-0.674447313;-2.414638661;-2.032737949;-1.970355344;-7.809493898;-7.777266749;-9.562468432;-6.960316673;-6.547046569;-8.731344447;-8.10013161;-7.018158279;-3.253851782;3.794688602;1.87929434;1.114788254;-7.635840887;2.653764736;-1.383092082;-4.319732836;-10.25693035;-9.630603444;-9.024034778;-6.127112215;-4.975690584;-7.089239547;-5.272605737;-6.91689822;-8.720455047;-7.791595867;-1.354332146;-3.413837357;-8.119936365;-5.956995698;-6.295461919;-6.865794157;-6.677450936;-6.446438757
YBR033W;0.831187336;3.545306041;4.803409021;4.534680233;-0.90172583;-1.405948024;-2.058108687;-1.128043407;-2.569017964;-2.593535236;-0.604575538;1.621285635;1.14027562;-0.222625783;0.332775177;0.3808025;2.590632078;-0.873825543;1.019178264;-0.471009412;1.005522817;-2.904414429;-3.879365702;-5.245249412;-3.966694797;-5.753831044;-3.861542786;-1.084781768;-1.472695069;-0.330378018;8.389484619;3.740563319;5.690197444;5.512508052;3.836183103;9.12751364;6.528082721;7.144891425;5.851884131;3.71481394;4.444234504;6.339768024;4.098868117;7.449720047;-0.137806837;5.737876558;3.77354664;7.375372458;10.52538162;12.13871044;10.27671487;10.92850939;7.218910898;0.996495067;2.080840594;-3.93954101;-10.61673485;-9.189703901;-9.896572701;-10.34451475;-10.38762569;-11.15255833;-3.818212408;-10.93194574;-8.83428128;-9.36317034;-9.725930232;-10.75778414;-11.26262452;-3.95613028;-10.66078451;-8.844656703;-9.136445039;-9.60494411;-9.759456625;-10.81182363;-5.672292808;-1.503999059;0.293208333;0.232435097;-0.141413731;-0.329010844;-1.304316984;-0.062458889;-0.655157359;3.034429322;0.33971078;-0.699999058;0.045024808;1.699859566;4.61258547;0.404969137;1.348844705;1.038586104;0.769535303;0.726124082;1.763673071;2.044087615;6.173301404;5.149418541;3.569192133;4.077576811;1.020881526;-0.488242002;-0.712898062;0.080269889;5.172228573;5.752346861;5.771138388;3.462432221;4.195867613;-0.917107307;-0.873161727;-0.164450391;-1.581294982;-2.646557588;1.042076138;0.12811122;-2.185579258;-1.225962537;-0.659021038;-1.586713049;-0.998762287;-1.319853161;-5.030997243;-3.558721436;-4.011691879;-2.252869193;-3.416713613;-3.052474853;-3.50524301;-3.687242179;-2.635164388;-5.440162788;-4.829860075;-6.035099216;-5.939094449;-7.067890431;-6.027257425;-5.745932362;-6.178600351;-3.947225223;-4.24463814;-5.365678991;-4.281341071;-4.212156378;-5.058552783;-4.263553534;-4.391896612;-3.603477865;-4.57347878;-5.98022053;-4.565496539;-4.766026718;-5.072474018;-3.025801235;8.870829634;10.22279847;9.543760674;11.79243789;9.164565115;5.850514141;-0.036516341;-2.248724527;-1.280633436;-0.830112767;-2.298803382;4.897993041;0.102421227;4.982051886;11.65255192;12.39947562;9.988395162;9.654985117;2.953066548;-1.321124707;-0.994472565;-1.497742331;-1.31507869;-1.187078006;-1.374563438;-0.567421194;8.515203013;11.30601335;12.51846;11.78248149;-1.580322307;-1.385996793;-3.219062459;-2.265097695;-0.761572157;0.240917753;8.484973916;6.78978065;5.67150055;7.224887069;6.834062366;5.466094669;6.704066615;0.776419506;1.04857682;0.213774961;1.947577886;8.757555952;8.064423721;5.330180537;4.502199649;4.597245049;4.733908392;1.251563984;2.260237015;1.162302746;5.607575536;2.339338042;1.900786168;0.059672189;2.079572144;4.806689;4.491925276;2.117734176;0.194276953;-4.238603195;-4.320273213;-3.082648267;-4.097567541;-2.939770449;-1.705321331;-0.854091326;-1.408316685;-0.146262934;-0.149473637;0.168712827;2.36896563;4.165347955;3.057210732;2.640165253;2.873894225;1.356704009;2.284354473;3.331381022;3.176495738;2.452009356;3.379358228;3.024632796;1.309977937;4.126754402;2.816800936
YBR297W;-5.661273853;-3.622790723;0.611091297;-0.525927684;-11.20615502;-9.398731199;-5.286443763;-8.247339261;-10.72367297;-9.901443854;-13.20709584;-7.676238515;-6.579083945;-5.426896455;-7.906487196;-10.10252717;-1.875141893;-10.27022409;-7.048972055;-2.254782289;-4.283297284;-7.548887942;-8.861680427;-5.060703491;-4.451585601;-9.99915246;-9.952576944;-10.80051797;-9.947409553;-9.819150582;2.970084935;1.872593582;1.565533051;0.625069488;2.317209766;6.018869489;3.421830926;6.427350505;6.034978986;2.481058993;3.672308142;2.457761963;3.460296779;0.685857038;0.471385578;13.37243417;13.19923581;11.72026031;11.98526825;11.89673041;7.509441169;11.93246605;5.963164298;1.173151024;2.011092943;-10.4004651;8.721157918;10.61392928;9.683349423;9.908867481;9.583569742;5.562098091;-8.447755418;8.754070573;10.44538542;10.64572272;10.35198839;9.295223053;5.365427338;-9.383013308;7.697897886;11.00530606;10.9672267;10.79275271;10.4452981;6.217746444;6.088019088;-9.366316311;-6.490428052;-9.615136297;-10.49105374;-10.36685634;-11.58023818;-9.833470322;-10.16936884;7.704483875;1.184719237;1.400057275;0.957698956;1.564362008;6.631236901;1.335450979;1.343969238;1.663636408;4.780051016;0.801741602;3.043619357;2.921570804;4.756418018;-1.039675077;-4.182293991;1.498510374;-1.670400925;-3.721653782;-5.801039133;-4.923877725;3.109202452;-0.159296564;-0.642650825;-1.889169017;-0.39620257;-10.54784232;-11.62868088;-11.39050268;-11.91208404;-12.7315375;-5.94381733;-10.01198225;-14.13202339;-13.03061527;-12.04483981;-14.32742569;-10.76584081;-13.24799281;-16.46245106;-11.21685276;-10.2221128;-8.591689092;-6.940464338;-7.705198236;-7.072464694;-7.477830519;-14.70471151;-16.2938754;-16.7347208;-16.02429291;-15.60517874;-15.93270488;-15.80904117;-14.67789087;-14.16993886;-12.46216402;-11.74477603;-10.32486316;-12.90603385;-12.24717183;-16.48443429;-11.60217087;-10.71008192;-6.412296658;-16.84861579;-16.33130362;-15.35257605;-14.39641167;-14.26170345;-12.1060253;15.78830112;10.26221717;13.13334068;12.6682922;16.29460912;15.02299525;12.77239199;11.93213841;12.77182925;12.15123972;11.2491104;14.66029729;3.462379554;6.389658378;11.86183238;11.62200528;12.12940979;16.64434632;15.2722235;12.66606084;12.5282187;12.54897151;12.15446038;12.39900693;11.27987498;0.390315836;9.922395375;12.07267112;11.88895796;12.92858034;12.21986887;11.55549377;11.28413813;11.35316623;10.02536861;-0.309944838;11.60257372;12.04609405;11.85128547;12.30274921;11.25927075;5.489449905;4.77335932;-5.521530099;-7.410303608;-8.623246562;-5.903394563;12.13936392;12.3541529;4.080039417;1.708450194;2.992751475;4.588858615;1.085141139;-0.881753212;-0.790265669;5.949798593;-2.199220422;-2.484019168;-5.264078442;-1.077509321;-3.606776768;-3.817463248;-5.150751265;-7.095745061;-9.413747847;-2.545080917;-2.676480968;-3.095758619;-13.34338438;-3.307506456;-3.794909048;-7.014285614;-8.307226072;-8.05418996;-7.909400999;-5.751096329;-2.205160235;-4.492941727;-4.521210985;-5.183043858;-6.152288528;-4.002554376;-4.797526965;-3.522032165;-6.001522315;-4.428951064;-6.332645679;-6.640848641;-4.477450542;-6.291980738
