,Unnamed: 0,Target,coact,corep,Coef.Acts,Coef.Reps,Coef.coActs,Coef.coReps,R2,RMSE,interactions,coop,MergeScore
2074,1156248,YGR070W,YIR019C YGR067C,YML027W,0.143923269059962 0.168536362962953,-0.147592613613689,"-0,00599724541448271",,"0,4161320134381","0,399762630557999","0,333333333333333",0,"0,249821782257144"
2075,1156384,YLR371W,YDR096W YJL089W YML081W,YGR044C YGR063C,0.317021090148299 0.103105552009025 0.286562737480085,0.106580323861403 0.286562737480085 0.103105552009025,"-0,000755742252170339","-0,0076298328632969","0,762578240486286","0,274425022405272",0,0,"0,254192746828762"
2076,1156574,YBL093C,YER169W,YDR096W,0.946268767587348,-0.328305454281004,,,"0,678288134509233","0,440608781285309",0,0,"0,226096044836411"
2077,1156642,YJR063W,YBL054W,YJL089W YDR169C,0.656120153486407,0.104569587336184,,"-0,0406767113946797","0,82662547576925","0,53504333158585",0,0,"0,275541825256417"
2078,1156808,YPR010C,YBL054W,YMR280C YDR096W YJL089W,0.65554748325555,0.180464666922343 0.660072357132652,,"-0,00653185421073785","0,685035346904505","0,620838464286027",0,0,"0,228345115634835"
2079,1156879,YDR156W,YBL054W,YDR253C,0.283356419821252,-0.209873160082879,,,"0,416388023665957","0,453216529882312","0,5",0,"0,305462674555319"
2080,1156968,YOR341W,YJR147W,YGR067C YOR162C,0.309152825415335,-0.299374518740877,,"0,0262113263869029","0,445454974505697","0,555151099533169",0,0,"0,148484991501899"
2081,1157174,YJL148W,YML113W YBL054W,YMR280C YIL036W YIL101C,1.45104600869474 1.23315982019847,0.179283850506656,"-0,102820090389914","-0,00213230716488799","0,853050503172113","0,45884303444823",0,0,"0,284350167724038"
2082,1157272,YOR340C,YBL054W,YMR053C YDR169C YGR067C,0.454260060817785,-0.406587473187928 -0.350970329658477,,"0,000730323547264183","0,85042239532399","0,396003964831954",0,0,"0,283474131774663"
2083,1157377,YNL248C,YBL054W,YJL103C YJL089W YPL230W,0.589706506326796,0.347135160780712 0.414292857701484,,"-0,00689042317855299","0,807490046345793","0,504013730600554",0,0,"0,269163348781931"
2084,1157455,YOR210W,YGR063C,YOR191W,0.42501847981864,-0.46683921745993,,,"0,66286765048811","0,459162316416031","0,5",0,"0,387622550162703"
2085,1158094,YOL005C,YBR066C YPL129W,YOL004W,1.60783720339208 2.09934248501101,-0.0528074284670447,"-0,162122667072168",,"0,662046331967504","0,370657878686396","0,333333333333333",0,"0,331793221766946"
2086,1167261,YIL021W,YCL055W YGR063C,YIL101C YPL230W,-0.96791185205596 -0.528503629040175,0.0161126051830641 -0.528503629040175,"0,116538366779092","0,00477453350820694","0,647247127327614","0,36082719718792","0,25",0,"0,299082375775871"
