Alias_3;Gene_name;Alias_1;Alias_2;Rule
b1747;AstA;asta;astA;((NOT(Growth>0) AND RpoS) OR (((GlnG AND GlnB AND GlnD) AND RpoN) AND RpoN)) 
b1748;AstC;astc;astC;((NOT(Growth>0) AND RpoS) OR (((GlnG AND GlnB AND GlnD) AND RpoN) AND RpoN)) 
b1761;GdhA;gdha;gdhA;(NOT ((Nac) OR (glu-L(e)>0)) ) 
b1764;SelD;seld;selD;
b1767;AnsA;ansa;ansA;
b1768;PncA;pnca;pncA;
b1773;B1773;b1773;b1773;
b1779;GapA;gapa;gapA;
b1801;YeaV;yeav;yeaV;
b1805;FadD;fadd;fadD;(NOT (( NOT (ttdca(e)>0 OR hdca(e)>0 OR ocdca(e)>0) )) OR NOT (ArcA))
b1812;PabB;pabb;pabB;
b1814;SdaA;sdaa;sdaA;((gly(e)>0 OR leu-L(e)>0 OR NOT (o2(e)>0)) AND ((NOT Lrp) OR (Lrp AND leu-L(e)>0)))
b1817;ManX;manx;manX;(((NOT((glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0) OR (mal-L(e)>0) OR (glyc(e)>0) OR (sbt-D(e)>0) OR (lac-D(e)>0)))) OR (NOT (Mlc)))
b1818;ManY;many;manY;(((NOT((glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0) OR (mal-L(e)>0) OR (glyc(e)>0) OR (sbt-D(e)>0) OR (lac-D(e)>0)))) OR (NOT (Mlc)))
b1819;ManZ;manz;manZ;(((NOT((glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0) OR (mal-L(e)>0) OR (glyc(e)>0) OR (sbt-D(e)>0) OR (lac-D(e)>0)))) OR (NOT (Mlc)))
b1827;KdgR;kdgr;kdgR;(NOT(2ddglcn(e)>0) AND NOT(MNNH>0) AND NOT(ALTRH>0))
b1849;PurT;purt;purT;(NOT (PurR))
b1850;Eda;eda;eda;((ON) OR (NOT (GntR)))
b1851;Edd;edd;edd;(NOT (GntR))
b1852;Zwf;zwf;zwf;
b1854;PykA;pyka;pykA;
b1855;MsbB;msbb;msbB;
b1865;NtpA;ntpa;ntpA;
b1872;TorZ;torz;torZ;
b1873;TorY;tory;torY;
b1896;OtsA;otsa;otsA;(RpoS)
b1897;OtsB;otsb;otsB;(RpoS)
b1898;AraH_2;arah_2;araH_2;(AraC OR (AraC AND Crp))
b1899;AraH_1;arah_1;araH_1;(AraC OR (AraC AND Crp))
b1900;AraG;arag;araG;(AraC OR (AraC AND Crp))
b1901;AraF;araf;araF;(AraC OR (AraC AND Crp))
b1907;TyrP;tyrp;tyrP;(NOT(TyrR AND (tyr-L(e)>0)))
b1912;PgsA;pgsa;pgsA;
b1982;Amn;amn;amn;
b1987;Cbl;cbl;cbl;(NOT ((so4(e)>0) OR (cys-L(e)>0 )) AND CysB )
b1988;Nac;nac;nac;((GlnG AND GlnB AND GlnD) AND RpoN)
b1991;CobT;cobt;cobT;(cbi(e)>0)
b1992;CobS;cobs;cobS;(cbi(e)>0)
b1993;CobU;cobu;cobU;(cbi(e)>0)
b2019;HisG;hisg;hisG;
b2020;HisD;hisd;hisD;
b2021;HisC;hisc;hisC;
b2022;HisB;hisb;hisB;
b2023;HisH;hish;hisH;
b2024;HisA;hisa;hisA;
b2025;HisF;hisf;hisF;
b2026;HisI;hisi;hisI;
b2028;Ugd;ugd;ugd;
b2029;Gnd;gnd;gnd;
b2036;Glf;glf;glf;
b2038;RfbC;rfbc;rfbC;
b2039;RfbA;rfba;rfbA;
b2040;RfbD;rfbd;rfbD;
b2041;RfbB;rfbb;rfbB;
b2042;GalF;galf;galF;
b2045;WcaK;wcak;wcaK;
b2048;CpsG;cpsg;cpsG;
b2049;ManC;manc;manC;
b2052;Fcl;fcl;fcl;
b2053;Gmd;gmd;gmd;
b2065;Dcd;dcd;dcd;
b2066;Udk;udk;udk;(NOT ((thym(e)>0) OR (csn(e)>0) OR (ura(e)>0)))
b2087;GatR_1;gatr_1;gatR_1;(NOT (galt(e)>0))
b2090;GatR_2;gatr_2;gatR_2;(NOT (galt(e)>0))
b2091;GatD;gatd;gatD;(NOT (GatR_2))
b2092;GatC;gatc;gatC;(NOT (GatR_2))
b2093;GatB;gatb;gatB;(NOT (GatR_2))
b2094;GatA;gata;gatA;(NOT (GatR_2))
b2095;GatZ;gatz;gatZ;(NOT (GatR_2))
b2096;GatY;gaty;gatY;(NOT (GatR_2))
b2097;FbaB;fbab;fbaB;((pyr(e)>0) OR (lac-D(e)>0) AND NOT(glc-D(e)>0))
b2103;ThiD;thid;thiD;
b2104;ThiM;thim;thiM;
b2128;YehW;yehw;yehW;
b2129;YehX;yehx;yehX;
b2130;YehY;yehy;yehY;
b2131;YehZ;yehz;yehZ;
b2132;BglX;bglx;bglX;
b2133;Dld;dld;dld;
b2143;Cdd;cdd;cdd;(Crp AND NOT (CytR))
b2148;MglC;mglc;mglC;(Crp AND NOT (GalS))
b2149;MglA;mgla;mglA;(Crp AND NOT (GalS))
b2150;MglB;mglb;mglB;(Crp AND NOT (GalS))
b2151;GalS;gals;galS;( NOT ( lcts(e)>0 ) OR NOT (gal(e)>0) )
b2153;FolE;fole;folE;
b2156;LysP;lysp;lysP;
b2167;FruA;frua;fruA;(NOT (FruR))
b2168;FruK;fruk;fruK;(NOT (FruR))
b2169;FruB;frub;fruB;(NOT (FruR))
b2210;Mqo;mqo;mqo;(NOT ArcA)
b2219;AtoS;atos;atoS;(acac(e)>0)
b2220;AtoC;atoc;atoC;(AtoS)
b2221;AtoD;atod;atoD;(AtoC)
b2222;AtoA;atoa;atoA;(AtoC)
b2223;AtoE;atoe;atoE;(AtoC)
b2224;AtoB;atob;atoB;(AtoC)
b2232;UbiG;ubig;ubiG;((o2(e)>0) AND Crp)
b2234;NrdA;nrda;nrdA;(NOT (ArcA))
b2235;NrdB;nrdb;nrdB;(NOT (ArcA))
b2239;GlpQ;glpq;glpQ;((NOT GlpR OR Fnr) AND Crp)
b2240;GlpT;glpt;glpT;(NOT (GlpR) AND Crp)
b2241;GlpA;glpa;glpA;((NOT((glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0))) AND (Fnr OR ArcA) AND (NOT(GlpR)))
b2242;GlpB;glpb;glpB;((NOT((glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0))) AND (Fnr OR ArcA) AND (NOT(GlpR)))
b2243;GlpC;glpc;glpC;((NOT((glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0))) AND (Fnr OR ArcA) AND (NOT(GlpR)))
b2260;MenE;mene;menE;
b2261;MenC;menc;menC;
b2262;MenB;menb;menB;
b2264;MenD;mend;menD;
b2265;MenF;menf;menF;
b2276;NuoN;nuon;nuoN;(NOT (ArcA OR Fnr) OR NarL)
b2277;NuoM;nuom;nuoM;(NOT (ArcA OR Fnr) OR NarL)
b2278;NuoL;nuol;nuoL;(NOT (ArcA OR Fnr) OR NarL)
b2279;NuoK;nuok;nuoK;(NOT (ArcA OR Fnr) OR NarL)
b2280;NuoJ;nuoj;nuoJ;(NOT (ArcA OR Fnr) OR NarL)
b2281;NuoI;nuoi;nuoI;(NOT (ArcA OR Fnr) OR NarL)
b2282;NuoH;nuoh;nuoH;(NOT (ArcA OR Fnr) OR NarL)
b2283;NuoG;nuog;nuoG;(NOT (ArcA OR Fnr) OR NarL)
b2284;NuoF;nuof;nuoF;(NOT (ArcA OR Fnr) OR NarL)
b2285;NuoE;nuoe;nuoE;(NOT (ArcA OR Fnr) OR NarL)
b2286;NuoC;nuoc;nuoC;(NOT (ArcA OR Fnr) OR NarL)
b2287;NuoB;nuob;nuoB;(NOT (ArcA OR Fnr) OR NarL)
b2288;NuoA;nuoa;nuoA;(NOT (ArcA OR Fnr) OR NarL)
b2296;AckA;acka;ackA;
b2297;Pta;pta;pta;
b2306;HisP;hisp;hisP;(NOT (lys-L(e)>0))
b2307;HisM;hism;hisM;(NOT (lys-L(e)>0))
b2308;HisQ;hisq;hisQ;(NOT (lys-L(e)>0))
b2309;HisJ;hisj;hisJ;(NOT (lys-L(e)>0))
b2310;ArgT;argt;argT;(NOT (lys-L(e)>0))
b2311;UbiX;ubix;ubiX;(NOT (PurR))
b2312;PurF;purf;purF;(NOT (PurR))
b2315;FolC;folc;folC;
b2316;AccD;accd;accD;
b2320;PdxB;pdxb;pdxB;
b2323;FabB;fabb;fabB;(NOT(Stringent) OR CpxR OR RpoE OR ( NOT (ttdca(e)>0 OR hdca(e)>0 OR ocdca(e)>0) ))
b2329;AroC;aroc;aroC;
b2344;FadL;fadl;fadL;((NOT (Crp OR FadR OR OmpR)))
b2364;DsdC;dsdc;dsdC;(ser-D(e)>0)
b2366;DsdA;dsda;dsdA;((Crp AND DsdC) OR  DsdC)
b2378;LpxP;lpxp;lpxP;
b2388;Glk;glk;glk;
b2393;NupC;nupc;nupC;(Crp OR NOT (CytR))
b2400;GltX;gltx;gltX;
b2405;XapR;xapr;xapR;(xtsn(e)>0)
b2406;XapB;xapb;xapB;(XapR)
b2407;XapA;xapa;xapA;(XapR)
b2411;Lig;lig;lig;
b2413;CysZ;cysz;cysZ;(CysB)
b2414;CysK;cysk;cysK;(CysB)
b2415;PtsH;ptsh;ptsH;(ON)
b2416;PtsI;ptsi;ptsI;(ON)
b2417;Crr;crr;crr;(ON)
b2418;PdxK;pdxk;pdxK;
b2421;CysM;cysm;cysM;(CysB)
b2422;CysA;cysa;cysA;(CysB)
b2423;CysW;cysw;cysW;(CysB)
b2424;CysU;cysu;cysU;(CysB)
b2425;CysP;cysp;cysP;(CysB)
b2429;YfeV;yfev;yfeV;
b2436;HemF;hemf;hemF;
b2440;EutC;eutc;eutC;
b2441;EutB;eutb;eutB;
b2458;EutD;eutd;eutD;
b2463;MaeB;maeb;maeB;
b2464;TalA;tala;talA;
b2465;TktB;tktb;tktB;
b2472;DapE;dape;dapE;
b2476;PurC;purc;purC;(NOT (PurR))
b2478;DapA;dapa;dapA;
b2479;GcvR;gcvr;gcvR;(NOT (gly(e)>0))
b2492;FocB;focb;focB;(ArcA OR Fnr AND (Crp OR NOT (NarL)))
b2497;UraA;uraa;uraA;
b2498;Upp;upp;upp;
b2499;PurM;purm;purM;(NOT (PurR))
b2500;PurN;purn;purN;(NOT (PurR))
b2507;GuaA;guaa;guaA;(NOT (PurR AND Crp))
b2508;GuaB;guab;guaB;(NOT (PurR AND Crp))
b2515;GcpE;gcpe;gcpE;
b2518;Ndk;ndk;ndk;
b2530;IscS;iscs;iscS;
b2533;SuhB;suhb;suhB;
b2536;HcaT;hcat;hcaT;
b2537;HcaR;hcar;hcaR;(pppn(e)>0)
b2538;HcaE;hcae;hcaE;(HcaR AND (NOT(LBMedia) ))
b2539;HcaF;hcaf;hcaF;(HcaR AND (NOT(LBMedia) ))
b2540;HcaC;hcac;hcaC;(HcaR AND (NOT(LBMedia) ))
b2541;HcaB;hcab;hcaB;(HcaR AND (NOT(LBMedia) ))
b2542;HcaD;hcad;hcaD;(HcaR AND (NOT(LBMedia) ))
b2551;GlyA;glya;glyA;(NOT (gly(e)>0) OR MetR OR NOT (PurR))
b2553;GlnB;glnb;glnB;(Lrp)
b2557;PurL;purl;purL;(NOT (PurR))
b2563;AcpS;acps;acpS;
b2564;PdxJ;pdxj;pdxJ;(RpoE)
b2573;RpoE;rpoe;rpoE;(heat-shock)
b2574;NadB;nadb;nadB;(NOT (NadR))
b2585;PssA;pssa;pssA;
b2587;KgtP;kgtp;kgtP;
b2599;PheA;phea;pheA;(NOT (phe-L(e)>0) )
b2600;TyrA;tyra;tyrA;( NOT(( (phe-L(e)>10) OR (tyr-L(e)>0) ) AND TyrR ))
b2601;AroF;arof;aroF;( NOT(( (phe-L(e)>10) OR (tyr-L(e)>0) ) AND TyrR ))
b2615;YfjB;yfjb;yfjB;
b2661;GabD;gabd;gabD;
b2662;GabT;gabt;gabT;
b2663;GabP;gabp;gabP;
b2675;NrdE;nrde;nrdE;
b2676;NrdF;nrdf;nrdF;
b2677;ProV;prov;proV;
b2678;ProW;prow;proW;
b2679;ProX;prox;proX;
b2687;LuxS;luxs;luxS;
b2688;GshA;gsha;gshA;
b2690;YqaB;yqab;yqaB;
b2702;SrlA;srla;srlA;((NOT SrlR) AND (NOT((glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0) OR (mal-L(e)>0) OR (glyc(e)>0))))
b2703;SrlE;srle;srlE;((NOT SrlR) AND (NOT((glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0) OR (mal-L(e)>0) OR (glyc(e)>0))))
b2704;SrlB;srlb;srlB;((NOT SrlR) AND (NOT((glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0) OR (mal-L(e)>0) OR (glyc(e)>0))))
b2705;SrlD;srld;srlD;(GutM AND (NOT((glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0) OR (mal-L(e)>0) OR (glyc(e)>0))))
b2706;GutM;gutm;gutM;(ON)
b2707;SrlR;srlr;srlR;(NOT (sbt-D(e)>0))
b2719;HycG;hycg;hycG;(FhlA AND RpoN AND (NOT (o2(e)>0)))
b2720;HycF;hycf;hycF;(FhlA AND RpoN AND (NOT (o2(e)>0)))
b2721;HycE;hyce;hycE;(FhlA AND RpoN AND (NOT (o2(e)>0)))
b2722;HycD;hycd;hycD;(FhlA AND RpoN AND (NOT (o2(e)>0)))
b2723;HycC;hycc;hycC;(FhlA AND RpoN AND (NOT (o2(e)>0)))
b2724;HycB;hycb;hycB;(FhlA AND RpoN AND (NOT (o2(e)>0)))
b2731;FhlA;fhla;fhlA;((NOT (o2(e)>0)) AND (NOT (no3(e)>0)) AND (NOT (no2(e)>0)) AND (NOT (tmao(e)>0)) AND (NOT (dmso(e)>0)) AND (for(e)>0))
b2738;YgbL;ygbl;ygbL;
b2741;RpoS;rpos;rpoS;(NOT (Growth>0))
b2746;IspF;ispf;ispF;
b2747;IspD;ispd;ispD;
b2750;CysC;cysc;cysC;(CysB)
b2751;CysN;cysn;cysN;(CysB)
b2752;CysD;cysd;cysD;(CysB)
b2762;CysH;cysh;cysH;(CysB)
b2763;CysI;cysi;cysI;(CysB)
b2764;CysJ;cysj;cysJ;(CysB)
b2779;Eno;eno;eno;
b2780;PyrG;pyrg;pyrG;
b2781;MazG;mazg;mazG;
b2787;GudD;gudd;gudD;(SdaR)
b2788;YgcY;ygcy;ygcY;
b2789;GudP;gudp;gudP;
b2796;SdaC;sdac;sdaC;(Crp OR (NOT (Lrp) AND (leu-L(e)>0) AND Crp))
b2797;SdaB;sdab;sdaB;(ON)
b2799;FucO;fuco;fucO;(((((FucR) OR (rmn(e)>0)) AND (NOT (o2(e)>0))) AND Crp) OR (((FucR) OR (rmn(e)>0)) AND (NOT (o2(e)>0))))
b2800;FucA;fuca;fucA;((FucR AND Crp) OR FucR)
b2801;FucP;fucp;fucP;((FucR AND Crp) OR FucR)
b2802;FucI;fuci;fucI;((FucR AND Crp) OR FucR)
b2803;FucK;fuck;fucK;((FucR AND Crp) OR FucR)
b2805;FucR;fucr;fucR;(fuc-L(e)>0) 
b2808;GcvA;gcva;gcvA;(NOT GcvR)
b2818;ArgA;arga;argA;(NOT ArgR)
b2827;ThyA;thya;thyA;
b2836;Aas;aas;aas;
b2837;GalR;galr;galR;( NOT ( lcts(e)>0 ) OR NOT (gal(e)>0) )
b2838;LysA;lysa;lysA;(LysR AND NOT lys-L(e)>0) 
b2839;LysR;lysr;lysR;(NOT (lys-L(e)>0))
b2841;AraE;arae;araE;(Crp)
b2874;YqeA;yqea;yqeA;
b2883;YgfP;ygfp;ygfP;
b2889;Idi;idi;idi;
b2901;BglA;bgla;bglA;
b2903;GcvP;gcvp;gcvP;((Fis AND NOT PdhR) AND ((NOT(GcvR) AND GcvA) OR Lrp OR NOT PurR))
b2904;GcvH;gcvh;gcvH;((Fis AND NOT PdhR) AND ((NOT(GcvR) AND GcvA) OR Lrp OR NOT PurR))
b2905;GcvT;gcvt;gcvT;((Fis AND NOT PdhR) AND ((NOT(GcvR) AND GcvA) OR Lrp OR NOT PurR))
b2907;UbiH;ubih;ubiH;
b2913;SerA;sera;serA;
b2914;RpiA;rpia;rpiA;
b2917;Sbm;sbm;sbm;
b2919;YgfG;ygfg;ygfG;
b2920;YgfH;ygfh;ygfH;
b2925;FbaA;fbaa;fbaA;
b2926;Pgk;pgk;pgk;(ON)
b2927;Epd;epd;epd;(Crp)
b2935;TktA;tkta;tktA;
b2937;SpeB;speb;speB;
b2938;SpeA;spea;speA;(NOT (PurR))
b2942;MetK;metk;metK;
b2943;GalP;galp;galP;((NOT (GalR)) OR (GalS) AND (Crp OR NOT (Crp)))
b2947;GshB;gshb;gshB;
b2957;AnsB;ansb;ansB;(Fnr AND Crp)
b2964;NupG;nupg;nupG;(Crp OR NOT (CytR) OR NOT (DeoR))
b2965;SpeC;spec;speC;(NOT (Crp))
b2975;GlcA;glca;glcA;(NOT ArcA AND GlcC)
b2976;GlcB;glcb;glcB;(NOT (ArcA) AND (GlcC))
b2978;GlcF;glcf;glcF;
b2979;GlcD;glcd;glcD;
b2980;GlcC;glcc;glcC;((ac(e)>0) OR (glyclt(e)>0))
b2987; pitB;pitb; pitB;(NOT (PhoB))
b2988;Gsp;gsp;gsp;
b2994;HybC;hybc;hybC;(FhlA AND RpoN AND (NOT (o2(e)>0)))
b2997;HybO;hybo;hybO;(FhlA AND RpoN AND (NOT (o2(e)>0)))
b3008;MetC;metc;metC;(NOT MetJ)
b3012;YqhE;yqhe;yqhE;
b3018;PlsC;plsc;plsC;
b3041;RibB;ribb;ribB;
b3052;RfaE;rfae;rfaE;
b3058;FolB;folb;folB;
b3061;TtdA;ttda;ttdA;(NOT(o2(e)>0) AND (tartr-L(e)>0))
b3062;TtdB;ttdb;ttdB;(NOT(o2(e)>0) AND (tartr-L(e)>0))
b3063;YgjE;ygje;ygjE;
b3073;YgjG;ygjg;ygjG;
b3089;SstT;sstt;sstT;
b3091;UxaA;uxaa;uxaA;(NOT ExuR)
b3092;UxaC;uxac;uxaC;(NOT ExuR)
b3093;ExuT;exut;exuT;(NOT ExuR)
b3094;ExuR;exur;exuR;(NOT(GUI1>0) AND NOT(GUI2>0) AND NOT(MANAO>0) AND NOT(TAGURr>0) AND NOT(GUI1<0) AND NOT(GUI2<0) AND NOT(MANAO<0) AND NOT(TAGURr<0))
b3111;TdcGa;tdcga;tdcGa;(Crp OR NOT(o2(e)>0))
b3112;TdcGb;tdcgb;tdcGb;(Crp OR NOT(o2(e)>0))
b3114;TdcE;tdce;tdcE;(Crp OR Fnr OR LysR OR TdcA OR NOT TdcR)
b3115;TdcD;tdcd;tdcD;(Crp OR Fnr OR LysR OR TdcA OR NOT TdcR)
b3116;TdcC;tdcc;tdcC;(Crp OR Fnr OR LysR OR TdcA OR NOT TdcR)
b3117;TdcB;tdcb;tdcB;(Crp OR Fnr OR LysR OR TdcA OR NOT TdcR)
b3118;TdcA;tdca;tdcA;((thr-L(e)>0) AND (ser-L(e)>0) AND (val-L(e)>0) AND (ile-L(e)>0) AND NOT (o2(e)>0))
b3119;TdcR;tdcr;tdcR;((thr-L(e)>0) AND (ser-L(e)>0) AND (val-L(e)>0) AND (ile-L(e)>0) AND NOT (o2(e)>0))
b3124;GarK;gark;garK;(SdaR)
b3125;GarR;garr;garR;(SdaR)
b3126;GarL;garl;garL;(SdaR)
b3127;GarP;garp;garP;
b3128;GarD;gard;garD;(SdaR)
b3132;AgaZ;agaz;agaZ;
b3137;AgaY;agay;agaY;
b3161;Mtr;mtr;mtr;(NOT TrpR OR (TyrR AND ((phe-L(e)>0) OR (tyr-L(e)>0))))
b3172;ArgG;argg;argG;
b3176;MrsA;mrsa;mrsA;
b3177;FolP;folp;folP;
b3187;IspB;ispb;ispB;
b3189;MurA;mura;murA;
b3202;RpoN;rpon;rpoN;(ON)
b3212;GltB;gltb;gltB;( (Lrp AND NOT (leu-L(e)>0)) OR NOT(((GlnG AND GlnB AND GlnD) AND RpoN) AND ((glu-L(e)>0) OR (arg-L(e)>0) OR (asp-L(e)>0) OR (his-L(e)>0) OR (pro-L(e)>0) )))
b3213;GltD;gltd;gltD;( (Lrp AND NOT (leu-L(e)>0)) OR NOT(((GlnG AND GlnB AND GlnD) AND RpoN) AND ((glu-L(e)>0) OR (arg-L(e)>0) OR (asp-L(e)>0) OR (his-L(e)>0) OR (pro-L(e)>0) )))
b3222;NanK;nank;nanK;
b3223;NanE;nane;nanE;
b3224;NanT;nant;nanT;
b3225;NanA;nana;nanA;
b3236;Mdh;mdh;mdh;(NOT(ArcA))
b3237;ArgR;argr;argR;(arg-L(e)>0)
b3255;AccB;accb;accB;
b3256;AccC;accc;accC;
b3258;PanF;panf;panF;
b3261;Fis;fis;fis;(Growth>0)
b3265;AcrE;acre;acrE;
b3266;AcrF;acrf;acrF;
b3281;AroE;aroe;aroE;
b3357;Crp;crp;crp;( (NOT((glcn(e)>0) OR (glc-D(e)>0))) )
b3359;ArgD;argd;argD;(NOT ArgR)
b3360;PabA;paba;pabA;
b3365;NirB;nirb;nirB;(Fnr AND NarL)
b3366;NirD;nird;nirD;(Fnr AND NarL)
b3367;NirC;nirc;nirC;(Fnr AND NarL)
b3368;CysG;cysg;cysG;(Fnr OR NarL)
b3380;YhfW;yhfw;yhfW;
b3385;Gph;gph;gph;
b3386;Rpe;rpe;rpe;
b3389;AroB;arob;aroB;
b3390;AroK;arok;aroK;
b3403;PckA;pcka;pckA;
b3405;OmpR;ompr;ompR;(high-osmolarity)
b3409;FeoB;feob;feoB;
b3415;GntT;gntt;gntT;(NOT (GntR) AND (glcn(e)>0))
b3416;MalQ;malq;malQ;(MalT)
b3417;MalP;malp;malP;(MalT)
b3418;MalT;malt;malT;((malt(e)>0) OR (malttr(e)>0) OR (maltttr(e)>0) OR (malthx(e)>0) OR (maltpt(e)>0))
b3423;GlpR;glpr;glpR;( NOT ( glyc(e)>0 ) )
b3425;GlpE;glpe;glpE;(Crp)
b3426;GlpD;glpd;glpD;((NOT((glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0) OR (mal-L(e)>0) OR (glyc(e)>0) OR (sbt-D(e)>0) OR (lac-D(e)>0))) AND (NOT(ArcA OR GlpR)))
b3428;GlgP;glgp;glgP;(Crp)
b3429;GlgA;glga;glgA;
b3430;GlgC;glgc;glgC;
b3433;Asd;asd;asd;
b3437;GntK;gntk;gntK;(NOT (GntR) AND (glcn(e)>0))
b3438;GntR;gntr;gntR;(NOT (glcn(e)>0))
b3450;UgpC;ugpc;ugpC;(Crp OR PhoB)
b3451;UgpE;ugpe;ugpE;(Crp OR PhoB)
b3452;UgpA;ugpa;ugpA;(Crp OR PhoB)
b3453;UgpB;ugpb;ugpB;(Crp OR PhoB)
b3454;LivF;livf;livF;(NOT(leu-L(e)>0) OR Lrp)
b3455;LivG;livg;livG;(NOT(leu-L(e)>0) OR Lrp)
b3456;LivM;livm;livM;(NOT(leu-L(e)>0) OR Lrp)
b3457;LivH;livh;livH;(NOT(leu-L(e)>0) OR Lrp)
b3458;LivK;livk;livK;(NOT(leu-L(e)>0) OR Lrp)
b3460;LivJ;livj;livJ;(NOT(leu-L(e)>0) OR Lrp)
b3493;PitA;pita;pitA;
b3500;Gor;gor;gor;(OxyR OR RpoS)
b3517;GadA;gada;gadA;((NOT (Growth>0 ) AND NOT Crp) OR (pH<4) )
b3519;TreF;tref;treF;(RpoS)
b3526;KdgK;kdgk;kdgK;(NOT KdgR)
b3528;DctA;dcta;dctA;((((NOT((glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0) OR (mal-L(e)>0) OR (glyc(e)>0) OR (sbt-D(e)>0) OR (lac-D(e)>0) OR (man(e)>0)))) AND NOT(ArcA) AND (DcuR)) AND RpoN)
b3551;BisC;bisc;bisC;
b3553;YiaE;yiae;yiaE;
b3564;XylB;xylb;xylB;((XylR AND Crp) OR XylR)
b3565;XylA;xyla;xylA;((XylR AND Crp) OR XylR)
b3566;XylF;xylf;xylF;((XylR AND Crp) OR XylR)
b3567;XylG;xylg;xylG;((XylR AND Crp) OR XylR)
b3568;XylH;xylh;xylH;((XylR AND Crp) OR XylR)
b3569;XylR;xylr;xylR;(xyl-D(e)>0)
b3572;AvtA;avta;avtA;(NOT (ala-L(e)>0 OR leu-L(e)>0 ))
b3574;YiaJ;yiaj;yiaJ;(NOT (fuc-L(e)>0))
b3575;YiaK;yiak;yiaK;((NOT YiaJ) AND Crp)
b3579;YiaO;yiao;yiaO;(Crp OR YiaJ)
b3581;SgbH;sgbh;sgbH;(NOT YiaJ)
b3583;SgbE;sgbe;sgbE;(NOT YiaJ)
b3588;AldB;aldb;aldB;(RpoS AND (Crp))
b3599;MtlA;mtla;mtlA;(NOT (MtlR))
b3600;MtlD;mtld;mtlD;(NOT MtlR)
b3601;MtlR;mtlr;mtlR;(NOT (mnl(e)>0))
b3603;LldP;lldp;lldP;(NOT (ArcA))
b3605;LldD;lldd;lldD;(lac-L(e)>0 AND o2(e)>0)
b3607;CysE;cyse;cysE;(CysB)
b3608;GpsA;gpsa;gpsA;
b3612;YibO;yibo;yibO;
b3616;Tdh;tdh;tdh;(NOT (Lrp) AND (leu-L(e)>0))
b3617;Kbl;kbl;kbl;(NOT (Lrp) AND (leu-L(e)>0))
b3619;RfaD;rfad;rfaD;
b3620;RfaF;rfaf;rfaF;
b3621;RfaC;rfac;rfaC;
b3622;RfaL;rfal;rfaL;
b3626;RfaJ;rfaj;rfaJ;
b3627;RfaI;rfai;rfaI;
b3631;RfaG;rfag;rfaG;
b3633;KdtA;kdta;kdtA;
b3634;CoaD;coad;coaD;
b3640;Dut;dut;dut;
b3642;PyrE;pyre;pyrE;(NOT (ura(e)>0 OR gua(e)>0))
b3648;Gmk;gmk;gmk;
b3653;GltS;glts;gltS;(asp-L(e)>0)
b3654;YicE;yice;yicE;
b3665;YicP;yicp;yicP;
b3666;UhpT;uhpt;uhpT;(Crp OR UhpA)
b3668;UhpB;uhpb;uhpB;(g6p(e)>0)
b3669;UhpA;uhpa;uhpA;(UhpB)
b3670;IlvN;ilvn;ilvN;(NOT(leu-L(e)>0 OR val-L(e)>0) AND Crp)
b3671;IlvB;ilvb;ilvB;(NOT(leu-L(e)>0 OR val-L(e)>0) AND Crp)
b3691;DgoT;dgot;dgoT;(galctn-D(e)>0)
b3692;DgoA;dgoa;dgoA;(galctn-D(e)>0)
b3693;DgoK;dgok;dgoK;(galctn-D(e)>0)
b3708;TnaA;tnaa;tnaA;(Crp AND (trp-L(e)>0 OR cys-L(e)>0) )
b3709;TnaB;tnab;tnaB;(Crp AND (trp-L(e)>0) )
b3725;PstB;pstb;pstB;(PhoB)
b3726;PstA;psta;pstA;(PhoB)
b3727;PstC;pstc;pstC;(PhoB)
b3728;PstS;psts;pstS;(PhoB)
b3729;GlmS;glms;glmS;
b3730;GlmU;glmu;glmU;(NagC)
b3731;AtpC;atpc;atpC;
b3732;AtpD;atpd;atpD;
b3733;AtpG;atpg;atpG;
b3734;AtpA;atpa;atpA;
b3735;AtpH;atph;atpH;
